_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,review_en
2892106854,FALSE,finalized,3,12/11/2020 13:09:03,helpful,0.6676,77506,ممتاز. . لا يوجد انترنت مجاني في الغرف فقط في البهو انترنت مجاني.,"Excellent. . There is free internet access in the rooms only in the lobby, free internet access."
2892106855,FALSE,finalized,3,12/11/2020 13:10:06,helpful,1,92227,“المنتجع كان رائعا جدا”. نعم كان السرير مريحا. لاشيء,"""The resort was very great."" Yes, the bed was comfortable. nothing"
2892106856,FALSE,finalized,3,12/11/2020 13:10:06,helpful,1,95003,“ضعيف جدا”. اعجبني فقط المكان واتساع الشقه والمواقف. الاستقبال اسلوبهم وتعاملهم وتم الاتصال بهم كذا مره بخصوص كيفية استعمال الثلاجه والخزانة والفرن والواي فاي وكذلك لا يوجد فوط بالحمام ولا كلينكس ولا صابون ولكن لا يتجاوبون للطلب وكذلك السرير مكسر والكنب قديم ومتسخ,"""Very weak"". I liked just the place and breadth of the apartment and attitudes. Reception and their style dealings were contacted as well as their time on how to use the refrigerator, treasury, oven and free Wi-Fi as well as no towels and bath soap and Kleenex, but do not respond to the request as well as the bed and callus Old Crushed and dirty"
2892106857,FALSE,finalized,3,12/11/2020 13:10:06,helpful,0.6558,4427,جيد جداً. موظف الاستقبال كان متعاون جدا. لا شي,very good. The receptionist was very helpful. nothing
2892106858,FALSE,finalized,3,12/11/2020 13:10:06,helpful,1,88627,“النظافة تعبانة”. الموقع كويس. النظافة ماهي موجودة  بقيت 4 أيام ولم ينظفوا لي الغرفة ولا مرة  طلبت 10 مرات ولكن مافي فائدة,"""Tired hygiene."" Site choise. What hygiene exist stayed 4 days and did not clean up my room not once asked 10 times but Mafi interest"
2892106859,FALSE,finalized,3,12/11/2020 13:11:43,helpful,1,4630,ممتاز. . لايوجد مواقف للسيارات بشكل كافي نظام الفندق السرير غير مزدوج للأسف,Excellent. . Parking does not have enough hotel bed system is a double unfortunately
2892106860,FALSE,finalized,3,12/11/2020 13:11:43,helpful,1,44004,“القرب من الحرم”. الموقع والاطلاله الرائعه. لابد أن تدفع مبلغ تحت الحساب اذا اردت استخدام خدمات الفندق كالمطاعم او خدمات الغرف .. او الدفع كاش..وهو ما لم نبلغ به عند الدخول..,"""Proximity to campus."" Location and view wonderful. You must pay the amount under the account if you want to use the hotel services such as restaurants or room service .. or pay Kash..oho unless we reach it when you enter .."
2892106861,FALSE,finalized,3,12/11/2020 13:11:43,helpful,1,92504,جيد. الفندق نظيف ويستاهل 4 نجوم-اللوبي حلو وكبير الحديقه كبيره-حمام السباحه حلو. عدم وجود الشطاف-ما في عازل في الغرف-ازعاج الاطفال في الممرات,"good. The hotel is clean and deserves 4-star lobby, sweet and large garden-large swimming pool sweet. The lack of Rinser-what in the insulator in the rooms-nuisance children in the corridors"
2892106862,FALSE,finalized,3,12/11/2020 13:11:43,helpful,0.6676,184470,جيد. . واي فاي الغرفة بطيء وواي فاي اللوبي لازم باسورد,good. . Wi-Fi room is slow and WiFi lobby needed Basord
2892106863,FALSE,finalized,3,12/11/2020 13:12:54,helpful,1,176619,“عبدالله القحطاني حجز 4-12”. اعجبني الموقف المجاني والإفطار كان جميل والقرب من الحرم والصعود والنزول بأصنصير واحد من الغرفه الى الشارع المؤدي للحرم على عكس فنادق ابراج البيت تستخدم فيها اكثر من اصنصير للوصول الى غرفتك. مالم يعجبني هو انني قمت بحجز جناح جونيور ثلاث اشخاص ،مطله على الحرم ولكن وجدت سرير مزدوج فقط وعند مخاطبتهم تم توفير سرير واصبح معترض في الغرفه بشكل سيء ، لو كنت ادري ان هذا سيكون تعاملهم ، لكنت حجزت شخصين لتوفير المال وطلب سرير معترض بنص الغرفه,"""Abdullah Al-Qahtani booked 4-12."" I liked the free parking and breakfast was lovely and the proximity of the campus and the ascending and descending Bosnasir and one from the room to the street leading to the campus unlike towers house hotels using more than Asnasir to get to your room. Unless I like is that I've booked junior suite three people, overlooking the campus but found a double bed only when harangued was provided a bed and became a contestant in the room badly, if you know that this would be a treat, I booked two people to save money and request Interceptor bed text room"
2892106864,FALSE,finalized,3,12/11/2020 13:12:54,helpful,1,190433,“اشكركم جدا”. اعجبني الافطار فوق ممتازفخامه الغرف ونضافتهاالخدمات مثل سرعه الاستقبال ومواقف سيارات واتصلت فينا الموضفه لمياء وسئلتنا عن الخدمه وساعدتنا كثيرا نشكرها حقيقه. لا يوجد,"""thanks alot"". I liked the breakfast over Mmtazfajamh rooms and Ndavchaalkhaddmat such as the speed of the reception and parking and contacted us Modvh Lamia and Siltna service and helped us a lot to thank her reality. There is no"
2892106865,FALSE,finalized,3,12/11/2020 13:12:54,helpful,1,37307,“جيدة”. النظافة وحسن الاستقبال. ازعاج وكان اللي جنبك ساكن بنفس الغرفه,"""Good."" Cleanliness and good reception. Elly was annoyed Ganbak residents in the same room"
2892106866,FALSE,finalized,3,12/11/2020 13:12:54,helpful,1,114288,مقبول. اعجبني قرب الفندق من الحرم اعجبني تعامل الموظفين الممتاز بالثناء ذلك الموظف.. لا يوجد افطار مناسب للسعوديينالغرف صغيرة جدًا تعامل احد الموظفين معنا بطريقة غير لائقة حين طلبنا غرفة اكبر رغم اننا طلبنا من موظف اخر وقال لنا يوجد غرف ام هو فقال ابدا ولا تحاولون لكن بعد انتهاء دوامه ذهبنا لموظف اخر واعطانا غرفة,"Acceptable. I liked the hotel's proximity to the campus liked handling staff excellent so commendable employee .. no breakfast suitable for very small Saudinalgerv treated one staff with us inappropriately when we asked for a bigger room, even though we asked another employee and told us rooms or is never said, nor are you trying but after We went to the end of permanency another employee and gave us a room"
2892106867,FALSE,finalized,3,12/11/2020 13:13:58,helpful,1,216970,جيد. الموقع مطل على البحر وهدوء المكان. خدمات الغرفه ناقصه ولاتوجد خدمات جديده,good. Location overlooking the sea and quiet place. Room services are incomplete and there is no new services
2892106868,FALSE,finalized,3,12/11/2020 13:13:58,helpful,0.6558,88235,“لقد كانت إقامتي في كومفرت مرضية حقا”. النظافة والهدوء. لا يوجد,"""It was my stay in really satisfactory COMFORT."" Cleanliness and quiet. There is no"
2892106869,FALSE,finalized,3,12/11/2020 13:13:58,helpful,1,169766,“فندق عائلي”. قريب من مول الامارات النت جيد مساحة الشقة كبير جدا. بعض الاجهزة مثل الغلاية والميكرويف له رائحة كريهة,"""Family hotel"". Close to the Mall of the Emirates net a good area of ​​the apartment is very large. Some appliances such as microwave and kettle has a foul odor"
2892106870,FALSE,finalized,3,12/11/2020 13:13:58,helpful,1,99982,“رائع”. النظافة العالية سواء باللوبي او داخل الغرفةالاهتمام بالنزيل بشكل جميل مواقف السيارات. مبالغ عالية جداً على المشروبات الموجودة بالثلاجة اسعار الكوفي شوب الموجود بالفندق غالي ومبالغ فيه رائحة الدخان بالدور التاسع كانت مزعجة بسبب تلاصق الغرف بين المدخنين وغير المدخنين,"""Gorgeous"". High hygiene, whether or inside the lobby Algervhalahtmam beautifully the guest parking. Very high amounts on drinks in the refrigerator Kufi prices shop on-site Ghali exaggerated the role of smoke IX smell was annoying because jowl rooms between smokers and non-smokers"
2892106871,FALSE,finalized,3,12/11/2020 13:15:35,helpful,0.6676,121111,“سيء”. النت سريع دخول الضيوف قربه من الخدمات والمطاعم. النت مخصص لجهاز واحد فقط الاثاث قديم ومتهالك ريحه بالغرف الاستقبال طلبت من المغلسه ولم يخدموني وايضا التنظيف اذا ما فتحت لهم يدخلون عليك,"""Bad"". Net quick entry proximity to guests services and restaurants. Custom net for one device only Old furniture and reception rooms rickety squalls asked Amolsh did not Akhaddmona and also cleaning if I opened them walk you"
2892106872,FALSE,finalized,3,12/11/2020 13:15:35,helpful,1,138213,جيد. الموقع ..النظافه..المكان حلو وراقي... التاخير ف استلام الغرف .. الافطار لم يكن بمستوى جيد ..تدخل السيكورتي بكل شي ،،هناك بعض الغرف لم تكن ذات مستوى ..لم اتوقع قصر الامارات بعدا المستوى بالنسبه للمدح الذي سمعته عنه ..,"good. Site ..alnzafh..almkan sweet and sophisticated ... delay in receipt of the rooms .. The breakfast was not a good standard in everything ..tdechl Alsekorta ,, there are some rooms were not expecting the same level ..lm Emirates Palace dimension level for the praise of which I heard about him .."
2892106873,FALSE,finalized,3,12/11/2020 13:15:35,not_helpful,0.6766,14021,جيد جداً. الموقع قريب من باب السيدات.,very good. The location is close to the door of the ladies.
2892106874,FALSE,finalized,3,12/11/2020 13:15:35,not_helpful,0.3442,29923,مرضي. . المكيف لا يبرد يحتااج للتبديل اول للصيانه,Patients. . Air conditioner does not cool Ihtaaj to switch the first maintenance
2892106875,FALSE,finalized,3,12/11/2020 13:16:59,helpful,0.6558,216116,مرضي. الموقع. عدم وجود عماله كافيه خدمه ضعيفه,Patients. Site. The lack of service workers Cafe weak
2892106876,FALSE,finalized,3,12/11/2020 13:16:59,helpful,1,96947,استثنائي. اعجبني الاستقبال وتعاملهم نظافة المكان الغرف واسعه. عدم وجود افطار صباحي,Exceptional. I liked the reception and treat the place clean rooms are spacious. The lack of breakfast morning
2892106877,FALSE,finalized,3,12/11/2020 13:16:59,helpful,0.6558,188310,مرضي. . After 20 Days and they didnt refound the insurance for our roomبعد ٢٠ يوم ولم يتم ارجاع مبلغ التأمين على الغرفةمع العلم لم يتم استخدام اي بلاوي موجودة في الثلاجة او اي شي يخلف تكاليف اضافية,Patients. . After 20 Days and they didnt refound the insurance for our room after 20 days did not return the amount of insurance Algervhma flag is not used any Blaoa in the refrigerator or anything leaves extra costs
2892106878,FALSE,finalized,3,12/11/2020 13:16:59,helpful,1,96190,“جيد جدا”. كل شي كان رائع وساعاود الحجز فيه مستقبلا. الغرف صغيرة جدا,"""very good"". Everything was wonderful and I will be back in the future booking. Very small rooms"
2892106879,FALSE,finalized,3,12/11/2020 13:17:36,somewhat_helpful,0.6766,79085,رائع. . الفندق لا يسمح بإدخال الزوار,Gorgeous. . The hotel does not allow visitors to enter
2892106880,FALSE,finalized,3,12/11/2020 13:17:36,helpful,1,33773,“Very nice”. فندق غايه في الراحه ومستوى النظافه ممتاز وموقع الفندق رائع والعاملين في الفندق قمه في التعامل.انصح فيه بقوه. Nil,"""Very nice"". Hotel is very comfortable and in an excellent standard of cleanliness and the location of the hotel and the wonderful staff at the hotel in the top Altaaml.ansah strongly. Nil"
2892106881,FALSE,finalized,3,12/11/2020 13:17:36,helpful,1,187429,“مقبول يصل الي ضعيف المستوي”. خدمت السيارات. رائحه الاجنحه سيئه ومكان الشقه بعيد عن اللوبي,"""Acceptable up to a weak level."" Served cars. Wings and smell bad place far from the apartment lobby"
2892106882,FALSE,finalized,3,12/11/2020 13:17:36,helpful,1,85388,“قيمة ممتازة لخدمات متواضعة”. نظافة الغرفة و اتساعها. عدم نظافة الحمام،العبارات مترجمة بطريقة سيئة إلى العربية،عدم وجود اتصال مجاني بالانترنت للنزلاء،البطء في اجراءات الدخول و الخروج للنزلاء,"""Excellent service for a modest value."" Room Cleanliness and breadth. Lack of bathroom cleaner, phrases translated into Arabic in a bad way, the lack of free internet access for guests, the slow entry and exit procedures for guests"
2892106883,FALSE,finalized,3,12/11/2020 13:18:16,helpful,1,217943,حسن. راحة النوموالموقع. الغرف سيئة النظافة والادوات قديمةولو تطلب منهم شي ياخذ وقت علشان يوصلكمافيه هيتر وكوفي داخل الغرفة,Hassan. Comfort Alnomoualemouka. Rooms bad hygiene tools Kadimholo ask them Shi take time Ahan Aouselkmaver and a coffee hitter inside the room
2892106884,FALSE,finalized,3,12/11/2020 13:18:16,helpful,1,161901,“جيد”. حجم الغرفه وترتيبها- النت ممتاز. حشرات على الطعام في بوفيه الافطار -لايمسح الغبار عن الاثاث في الغرفه_لايوضع مناديل في الغرفه وطلبنا ولم يحضروا -يوجد جاكوزي في الحمام ولايوجد دش,"""good"". The size of the room and Tertebha- net excellent. Insects on the food in the buffet breakfast -leimsh dust furniture in Algervh_laaoda wipes in the room and asked for and did not attend -eugd jacuzzi in the bathroom and no shower"
2892106885,FALSE,finalized,3,12/11/2020 13:18:16,helpful,0.6676,180108,“قـذارة الفندق و سوء المعاملة من العاملين.”. موقع الفندق فقط لاغير.. الفندق قدر جداً ، المخده وسخه ويتم تغيير الغطاء لاخفاء القذاره ، وجود اوساخ على الارض و بقايا طعام ، رائحة الغرف لاتطاااااق ، طاقم العمل فالرسبشن غير متعاون و غير بشوشين ، ازعاج من العاملين و عدم وجود عوازل ، القيمه لاتستحق صراحه ولاانصح به ابد ابد ابد.,"""The hotel slovenly and ill-treatment of workers."". The hotel's location only to change .. The hotel is very much, Headrest dirty and changed the cover to hide the filth, and the presence of dirt on the ground and the remains of food, the smell of rooms Attaaaaaq, staff Valersbhn uncooperative and non-Bchocan, annoyed workers and lack of insulators, value not worth EXPRESSLY but it must Aansah must be."
2892106886,FALSE,finalized,3,12/11/2020 13:18:16,helpful,1,99326,“رائع”. فندق رائع وآكثر من رائعالاستقبال سعوديين رائعيين.,"""Gorgeous"". Fantastic hotel and more than Raiaalastkabbal Saudis Raiaaan."
2892106887,FALSE,finalized,3,12/11/2020 13:18:50,unrelated,1,48648,جيد. جيدة.,good. Good.
2892106888,FALSE,finalized,3,12/11/2020 13:18:50,helpful,1,180,جيد. الموقع جيد وهدوء الفندق. الاضاءه في الجناح خفيفه والقيمه السعريه,good. The location is good and quiet hotel. Lighting in the light wing and value-price
2892106889,FALSE,finalized,3,12/11/2020 13:18:50,helpful,1,139728,استثنائي. الفندق جميل جدا ونظيف والخدمة رائعة. فقط مواقف السيارات في الاسفل.النزول لها بالسيارة مزعج فليلا,"Exceptional. The hotel is very nice, clean and great service. Only parking in her car Alasfiel.alenzul annoying Vlela"
2892106890,FALSE,finalized,3,12/11/2020 13:18:50,helpful,1,219478,مقبول. القرب من الحرم الافطار كان رائعا ومتنوع الاستقبال كانوا بشوشين ومتعاونين. لم تكن الغرفة نظيفة بالشكل المطلوبرائحة الدخان المنبعث من الاسيابالعزل كان ضعيفاً فنسمع الذين بجوارناالغرفة لم يكن به غلاية ماء ولا يوجد به القهوة والشاهي,Acceptable. Proximity to campus breakfast was wonderful and varied reception were Bchocan and polite. The room is clean as Almtleupraihh smoke emitted from Alasaabaezzl were not the weak who we hear Bjawarnaalgervh not by the kettle and there are no coffee and Shahi
2892106891,FALSE,finalized,3,12/11/2020 13:20:51,helpful,1,201980,“فندق هادىء”. واشكر الاستاذ احمد في الاستقبال على احترافيته في العمل وابتسامته.,"""Quiet Hotel."" I thank Professor Ahmed at the reception on the work and professionalism in his smile."
2892106892,FALSE,finalized,3,12/11/2020 13:20:51,helpful,1,101127,“سأكرر الاقامة بالتاكيد”. النظافة و طاقم العمل وحرية التصرف و موقف سيارات مجاني مع خدمة ايقاف السيارة. السعر مرتفع نوعا ما اغلاق المطاعم والمقاهي الخارجية للترميم عدم وجود خرطوم مياه بالحمام والذي لا يناسب عاداتنا,"""I will repeat definitely stay."" Cleanliness and staff and the freedom to act and free parking with a stop car service. The price is rather high closing restaurants, outdoor cafes, the restoration of the lack of water bath hose, which is not suitable for our habits"
2892106893,FALSE,finalized,3,12/11/2020 13:20:51,somewhat_helpful,0.3442,183949,“جيد”. الاكل جميل جداااا ... وقريب من الحرم. الخدمات سيئه ... لازم تتصل عليهم اكثر من مررره,"""good"". Eating beautiful Jaddaaaa ... and close to the campus. Services needed ... bad relate to them more than Mrrrh"
2892106894,FALSE,finalized,3,12/11/2020 13:20:51,helpful,1,95045,“هدوء واسترخاء”. اعجبني سعة الغرف والصاله ونظافة وهدوء المكان.. والاهم يوجد مواقف خاصة للسيارة ... حوض السباحه في رمضان يفتح من بعد ساعه 12 ظهرا كان بود الأطفال ان يستخدمو حوض السباحه في الصباح الباكر..,"""Calm and relaxed."" I liked the rooms and lounge capacity and clean and quiet place .. Most importantly, there is a private car parking ... swimming pool in Ramadan opens after 12:00 hours was the iPod that children Astkhaddmo swimming pool early in the morning .."
2892106895,FALSE,finalized,3,12/11/2020 13:21:47,helpful,1,19366,مرضي. قربه من المسجد النبوي. تعامل بعض موظفي الاستقبال,Patients. Proximity to the Prophet's Mosque. Treated some of reception staff
2892106896,FALSE,finalized,3,12/11/2020 13:21:47,helpful,0.6558,127794,استثنائي. كل شي رائع. لا شي,Exceptional. Everything is awesome. nothing
2892106897,FALSE,finalized,3,12/11/2020 13:21:47,somewhat_helpful,0.3442,149974,مخيب للأمل. لا شئ. كل شئ ازعاج لا يوجد عوازل للصوتالموقع سئلا يوجد ترفيه سوى مقهى من الساعه 4 عصرا حتى 9 مساءا,disappointing. nothing. Everything annoyed No isolators Sutalmouka Sila There is only cafe entertainment from 4 pm to 9 pm
2892106898,FALSE,finalized,3,12/11/2020 13:21:47,helpful,0.6558,142106,مرضي. النظافة والموقع. موضفي الاستقبال,Patients. Cleanliness and location. Modvi Reception
2892106899,FALSE,finalized,3,12/11/2020 13:26:07,helpful,0.6558,112083,“شكرا”. كل شي كان جميل الا.... المواقف كانت تحتاج لتنظيم اكثر (مواقف السيارات),"""Thank you"". Everything was beautiful but .... the positions they need to organize more (parking)"
2892106900,FALSE,finalized,3,12/11/2020 13:26:07,helpful,0.6558,112312,“اشكركم”. الادب والخلق وحسن الاستقبال.,"""Thank you."" Literature, creation and good reception."
2892106901,FALSE,finalized,3,12/11/2020 13:26:07,helpful,1,188823,“رائع لولا طاقم الفندق”. فندق رائع الغرف جميله جدا. موظفين الفندق غير ودودين وغير محترمين ويحاولون ينصبون على السائحاتمنى يتم تغيير طاقم الفندق لان به اساء لهذا الفندق الجميل,"""Wonderful and the hotel staff."" Fabulous hotel rooms very nice. The hotel staff is friendly and respectful and trying to erect Alsaihatmany changed the hotel staff because it offended this beautiful hotel"
2892106902,FALSE,finalized,3,12/11/2020 13:26:07,helpful,1,107274,“مقبولة”. جيد في باحة الفندق المسبح جميل خاصة قسم الأطفال. الغرفة كانت مسحة وقديمة الفندق يحتاج لأعداد ترميم,"""Acceptable."" Good hotel in the courtyard of a beautiful swimming pool especially children section. The room was a swab and an old hotel needs to renovate the numbers"
2892106903,FALSE,finalized,3,12/11/2020 14:11:30,somewhat_helpful,0.6734,174021,“سيئة لن تتكرر”. لاشيء فقط موقع مكان الإقامة. التعامل,"""Bad will not be repeated."" Nothing location only place of residence. Dealing"
2892106904,FALSE,finalized,3,12/11/2020 14:11:30,helpful,1,194,“72 فندق النظافة والتصاميم الفريدة”. نظافة ولااروع .. تصميم ولا اجمل .. موقع متميز .. أسعار منافسة .. المطعم ذو إطلالات. المواقف قليلة ومكشوفة .. المسبح والجيم لايرقى لفندق 5 نجوم .. ولاتوجد,"""72 hotel cleanliness and unique designs."" Clean and Aarua .. .. the most beautiful design and excellent location .. Competitive prices .. The restaurant with views. A few open positions .. swimming pool and gym hotel falls short 5-star .. and there is no"
2892106905,FALSE,finalized,3,12/11/2020 14:11:30,helpful,0.6649,131157,مخيب للأمل. قريب من الحرم. النظافة رديئة,disappointing. Close to campus. Poor hygiene
2892106906,FALSE,finalized,3,12/11/2020 14:11:30,helpful,0.6649,138990,“من أجمل الفنادق التي اسكن فيها”. الفندق جميل بما تعني الكلمة كل شي رائع. لايوجد شطاف في دورة المياه,"""Of the most beautiful hotels that we live in."" The hotel is lovely as the word means everything wonderful. There is no Shattaf in the water cycle"
2892106907,FALSE,finalized,3,12/11/2020 14:12:30,helpful,1,143485,ممتاز. الافطار جيد ولكن يحتاج الي ان يكون اكثر تنوعا السرير مريح. زيادة الأنواع في الافطار وان يوم هناك سيارة لنقل النزلاء من المطار الي الفندق والعكس,Excellent. Breakfast is good but needs to be more versatile bed comfortable. Increase the species in the breakfast and the day there is a car to transport guests from the airport to the hotel and vice versa
2892106908,FALSE,finalized,3,12/11/2020 14:12:30,helpful,1,5381,"“فندق جميل”. الموقع , النظافة , حسن تعامل موظفي الفندق واسرعة الاستجابة لديهم . وجود مواقف للسيارات خاصة للفندق , جميع الخدمات المطلوبة مجاورة للفندق. الانترنت سئ جدا","""Beautiful hotel."" Location, cleanliness, good handling and hotel staff Asrah respond to them. There is private parking for the hotel, all the services required adjacent to the hotel. the Internet is very bad"
2892106909,FALSE,finalized,3,12/11/2020 14:12:30,helpful,1,98608,“موقع رائع”. اعجبني الاستقبال الرائع والسريع والنادي الصحي المتميز والافطار الجيد. لاشيء,"""wonderful site"". I liked the wonderful reception and rapid health club excellence and good breakfast. nothing"
2892106910,FALSE,finalized,3,12/11/2020 14:12:30,helpful,1,207478,“انصح به وبشده”. تعامل رائع وتعاون مذهل من الطاقم..بالنسبه للقيمه مقابل روعه المكان جدا ممتازه. كل شي ممتاز,"""I advise him strongly."" Fantastic deal and cooperation stunning Taqm..balnsabh value against the magnificence place is very excellent. every thing is excellent"
2892106911,FALSE,finalized,3,12/11/2020 14:47:46,helpful,0.6649,135833,جيد. الاستجابه لطلبات العملاء كانت جيده. تم وصولي للفندق عند الساعه ال ٧ والنصف مساء وتفاجئت بالجواب التالي : لسا الغرفه مو فاضيه !!,good. Responding to customer requests were good. It was arriving at the hotel at 7 pm and a half and surprised the following answer: Lycia room !! Mo empty
2892106912,FALSE,finalized,3,12/11/2020 14:47:46,not_helpful,0.3383,143643,“الجمال”. كل شيء جميل. أسعار الأكل مرتفعة وأتمنى النظر فيها و شكرا .,"""Beauty"". Everything is beautiful. Food prices are high and I hope consideration Thank you."
2892106913,FALSE,finalized,3,12/11/2020 14:47:46,somewhat_helpful,0.6734,82431,جيد. الموقع ممتاز. مساحة الغرفه صغيرة جداً,good. The location is excellent. Very small room space
2892106914,FALSE,finalized,3,12/11/2020 14:47:46,helpful,1,160473,“الاقامة بالفندق جيدة”. موقع الفندق قريب من المطار  و الخدمات قريبة منه و بشكل عام الاقامة فيه جيدة .. سوء معاملة تنظيف الغرف,"""Stay good hotel."" The hotel location close to the airport and services close to him and generally stay a good .. ill-treatment Housekeeping"
2892106915,FALSE,finalized,3,12/11/2020 14:13:55,not_helpful,0.3383,86905,“5”. قربه من معارض ابو شغاره. سوء تعامل موظفين الاستقبال,"""5"". Proximity to Abu Shaghara shows. Ill-treated staff reception"
2892106916,FALSE,finalized,3,12/11/2020 14:13:55,somewhat_helpful,0.6734,45251,مقبول. . 1. السعر مبالغ فيه مقابل الجودة2. الغرفة غير نظيفه واثاث جدا سيئ,Acceptable. . 1. exaggerated price-for-quality 2. The room is clean and very bad furniture
2892106917,FALSE,finalized,3,12/11/2020 14:13:55,helpful,1,150472,“تجربة متكررة بإنطباع جيد كالعادة”. تنظيم الغرف ، العاملون وخاصة الإستقبال.. الوسائد غير مريحة ، من الجيد توفير أنواع متعددة.,"""Repeated a good impression of the experience as usual."" Organization of rooms, staff and private reception .. pillows are uncomfortable, it's good to provide multiple types."
2892106918,FALSE,finalized,3,12/11/2020 14:13:55,helpful,0.6649,123649,“احترس”. . الموقع غير واضحشقق مفروسه باسم الماريوتالسعر يعتبر مبالغ فيه مقابل المكان والخدمه,"""watch out"". . Location and Adhhqq Mfrosh on behalf Almariotasar is exaggerated in exchange for location and service"
2892106919,FALSE,finalized,3,12/11/2020 14:15:28,not_helpful,0.6734,160254,مرضي. . التكييف سئ,Patients. . Air conditioning bad
2892106920,FALSE,finalized,3,12/11/2020 14:15:28,somewhat_helpful,0.6734,71505,جيد. . بوفيه الافطار سيء ومحدود,good. . Buffet breakfast is bad and limited
2892106921,FALSE,finalized,3,12/11/2020 14:15:28,somewhat_helpful,0.6734,139413,ضعيف. . تعامل موظف الاستقبال كان جدا سيء .. وجود رائحه في ممرات الغرف,Weak. . Treated the receptionist was very bad .. a smell in the corridors of rooms
2892106922,FALSE,finalized,3,12/11/2020 14:15:28,helpful,1,144028,“معاملة مسؤول المناوبة غاية في السوء”. . كنت في اجتماع مغلق وعندما انهيت اجتماعي تفاجأت برساله من والدتي المسنه وابني ذو ال٦اشهر قد أجبروهم على مغادرة الغرفة وجعلهم ينتظرون في الممر بدون الاتصال بي او اخطاري قبل هذا التصرف الغير مقبول في دبي وعند سالت عن المسؤول المناوب اخبرني بانه من قام بهذا التصرف الذي لايمت للانسانيه والاخلاق بصله وهو سلوك  مرفوض في دبيلاانصح به أبدا اذا كانت هذه معاملة النزيل في الفندق,"""Treatment of an official duty extremely bad."" . I was in a closed meeting and when I finished social was surprised by a letter from my mother's older son and a 6-month has forced them to leave the room and make them waiting in the corridor without contacting me or let me know before this act unacceptable in Dubai and when asked about the duty officer told me that it is carried out this act which Aimit Humanity and morality, which is unacceptable behavior of onion in it never Dbelnsah if this treatment in the hotel guest"
2892106923,FALSE,finalized,3,12/11/2020 14:16:42,somewhat_helpful,0.6617,128406,جيد. . الاكل جدا سيء,good. . Eating too bad
2892106924,FALSE,finalized,3,12/11/2020 14:16:42,helpful,1,17585,حسن. بوفيه الافطار جيد جداقربه من الحرم. تأثيث الغرفه متواضعتعاون الاستقبال ليس بالقدر الكافي,Hassan. Breakfast buffet is good Jdagherbh from the campus. Room furnishing Mtoadataaon reception is not enough
2892106925,FALSE,finalized,3,12/11/2020 14:16:42,helpful,1,15913,“الفندق الفندق جيد نوعا ما. لكن الموظفين وسياسة الفندق سيئه”. المقابل المالي. الثلاجه صغيره جدا جدا بشكل غير معقول الاستقبال سيء بعكس تعاملهم مع الاجانب ازعاج قبل الشك اوت بساعتين الاتصال من الرسبشن من الساعه العاشره والتهديد بان يقومو الساعه ١٢ تمام بفتح الباب (التلميح بالاخراج بقوه  )لم اجد ولن اجد فندق يقوم بهذا العمل سابقاً,"""Hotel is quite good. But the staff and hotel policy bad. "" Financial return. Very very small icebox is unreasonably bad reception, unlike their dealings with foreigners annoyed by the suspicion of contact Ott two hours Alersbhn from ten o'clock and the threat that Icomo at 12 fully open the door (hint strongly directing) I can not find and will not find this hotel is already working"
2892106926,FALSE,finalized,3,12/11/2020 14:16:42,somewhat_helpful,0.6734,70693,جيد. . خلال إقامتي دخول احد رجال الامن والتلفظ بكلام غير لائق مما ادى تعكير صفوي,"good. . During my stay to enter one of the men and uttering words of improper security, causing disturbance Safavi"
2892106927,FALSE,finalized,3,12/11/2020 14:18:05,helpful,1,48540,مقبول. الغرف غير نظيفة و تحتوي على رائحة كريهة و رائحة دخان كما أن حوض الصغار لا توجد عليه ضوابط من ناحية العدد وأخرى من هو المصاحب للطفل ...,Acceptable. The rooms are not clean and has a foul odor and the smell of smoke as the small basin there are no controls on it in terms of the number and the other who is associated with the child ...
2892106928,FALSE,finalized,3,12/11/2020 14:18:05,helpful,0.6649,106149,“راحه وهدوء”. فندق رائع. بعد بعض الخدمات كالمطاعم وغيرها,"""Comfort and calm."" A wonderful hotel. After some services such as restaurants and other"
2892106929,FALSE,finalized,3,12/11/2020 14:18:05,helpful,1,91506,“تجربة جميلة”. الشقة واسعة و منطقة الجلوس و الطعام ممتازة و النت سريع و المناشف نظيفة و المسبح مغطى و المواقف مناسبة للسيارات الكبيرة و الموقع به خدمات كالمطاعم و البقالات و طاقم العمل متعاون جدا. النزول الى الطابق الثاني للمواقف ضيق جدا,"""Beautiful experience."" Spacious apartment and seating area, and the food is excellent and the net fast and clean towels and covered swimming pool and parking suitable for large cars and its location services such as restaurants and grocery stores, and the staff is very helpful. Go down to the second floor of the parking is very tight"
2892106930,FALSE,finalized,3,12/11/2020 14:18:05,helpful,1,109904,“الحمدلله مقبوله”. الضيافة حسن التعامل قرب الحرم. تسجيل الدخول يتأخر كثير عادي تجلس 4 ساعات علشان تدخل خاصه يوم الجمعة احسب لحسابك ع الساعة 4الدخول,"""Praise be acceptable."" Hospitality good handling near the campus. Log delayed many ordinary sit 4 hours Ahan special intervention on Friday Calc for your account at 4 p Login"
