_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,helpfulness_gold,rating,ratings_combined
2892106698,False,finalized,3,12/11/2020 11:01:59,helpful,0.6574,74437,استثنائي. ممتاز. لاشي,,5,pos_rating
2892106699,False,finalized,3,12/11/2020 11:05:14,helpful,1.0,111933,“زيارة مقبولة”. 1- الجناح كان واسع مقابل قيمة مادية طيبة 2- تخصيص مصاعد خاصة بالاجنحة 3- موقف مجاني للسيارة 4- النت مجاني وسريع 5- اكل الفندق لذيذ والفطور متنوع وجيد. 1- الريسبرشن يحتاج مزيد من الاحترافيه في التعامل حيث كل شخص يقدح من راسه .2- مواقف السيارات عبارة عن مصيبة حيث ممكن يجي واحد يقفل عليك وحصلت لي اثناء الخروج ولم استطع اخراج السيارة واتصلو بالشخص ولم يستطيعو الوصول له مما تسبب لي بمشكلة .3- لوبي الفندق سيئ بكل ماتعنيه الكلمة 4- مخدات السرير غير مريحة اطلاقا,,3,neutral_ratings
2892106700,False,finalized,3,12/11/2020 11:05:14,helpful,1.0,74209,“فندق جميل وإطلالة على البحر”. الراحة والإطللالة الجميلة وحسن الاستقبال. الفطور سئ وغير مناسب لعدم وجود تنوع بالأطعمة خلاف الفنادق الاخرى,,4,pos_rating
2892106701,False,finalized,3,12/11/2020 11:05:14,helpful,0.6574,108295,“رحلة جميلة”. الافطار ممتاز ومتنوع. لا شيء,,5,pos_rating
2892106702,False,finalized,3,12/11/2020 11:05:14,helpful,0.6574,210537,ممتاز. كل شي. لا شي,,5,pos_rating
2892106703,False,finalized,3,12/11/2020 11:06:07,helpful,1.0,133761,“كانت سيئة للأسف الشديد”. لايوجد شي. الاستقبال وقت الدخول -امضيت اكثر من ١٢ ساعه في البهو لايوجد اهتمام بالضيف بتاتااستهتار من موظفي الاستقبال بوقت النزلاء لايستحق ان يتم زيارته مره اخرى او ان ينصح بالسكن فيهلايوجد اهتمام في تلبية الطلبات المرسلة على الحجز,,2,neg_rating
2892106704,False,finalized,3,12/11/2020 11:06:07,helpful,0.6574,15246,استثنائي. تقديم وجبات مميزة جدا في الغرفة. ,,5,pos_rating
2892106705,False,finalized,3,12/11/2020 11:06:07,helpful,0.6574,152576,“فند”. كل شي وانصح به للعوائل الخليجيه. لاشي,,5,pos_rating
2892106706,False,finalized,3,12/11/2020 11:06:07,helpful,1.0,219154,ضعيف. القرب من الحرم.تنوع الفطور. عدم وجود مواقف للسيارات.السرير سيئ جدا جدا.التاخر في الدخول,,2,neg_rating
2892106707,False,finalized,3,12/11/2020 11:14:26,helpful,1.0,123689,“راحة البال”. الخصوصيه والامان. لا شيء والحمدلله,,5,pos_rating
2892106708,False,finalized,3,12/11/2020 11:14:26,helpful,1.0,42671,“لا بأس به”. لا بأس به ولكن غالي مقابل الخدمات المعروضة. ضيق دورات المياه عدم وجود فرشاة أسنان وحذاء لدورات المياةالقنوات التليفزيونيه ليست واضحة,,4,pos_rating
2892106709,False,finalized,3,12/11/2020 11:14:26,helpful,1.0,122511,“سيء للغاية”. . رائحة الفندق كريهة جدا,,2,neg_rating
2892106710,False,finalized,3,12/11/2020 11:14:26,helpful,1.0,155052,“تجربتي في القولدن بارك”. القرب من الكورنيش وشارع فلسطين. التكييف حيث انا موقع المكيف فوق السرير مباشرة المروش في دورة المياة ثقل طينة موظفي الاستقبال قلة المواقف,,3,neutral_ratings
2892106711,False,finalized,3,12/11/2020 11:15:26,helpful,1.0,160915,“جيد لكنه ليس قريب من اماكن التسوق الرئيسية”. . عدم وجود اتوبيس خاص بالفندق لنقل النزلاء من والي المطار,,4,pos_rating
2892106712,False,finalized,3,12/11/2020 11:15:26,helpful,0.6574,102012,“رحلة عمل”. قربه من الشاطيءفي وسط المدينةقاعة الاجتماعات واسعة لعدد كبير من الحضور. لا يوجد,,5,pos_rating
2892106713,False,finalized,3,12/11/2020 11:15:26,helpful,1.0,7489,جيد جداً. المعاملة الحسنةالنظافةتوفر الحافلة الى الحرم. عدم توفرخدمات غسيل وكوي الملابسعدم توفر مطعم  او خدمة توصيل الطعام من المطاعم,,4,pos_rating
2892106714,False,finalized,3,12/11/2020 11:15:26,helpful,1.0,177313,استثنائي. الفندق جميل جداً لكن العيب ضعف العوازل بين الغرف وموظفين الاستقبال والعاملين جداً محترمين. ضعف العازل بين الغرف وعدم وجود ارشادات داخل المواقف تدل على مدخل الفندق لأن المواقف ليست خاصة بالفندق بل مشتركة مع فندق حياة رجنسي,,5,pos_rating
2892106715,False,finalized,3,12/11/2020 11:15:58,helpful,1.0,219169,مرضي. كل شي. فرش الغرف,,3,neutral_ratings
2892106716,False,finalized,3,12/11/2020 11:15:58,helpful,1.0,27203,“فانتاستيك أوتيل”. الهدؤ ، الموقع ، مساحة الغرفة، الخدمة المتميزة، الأمانة. عدم وجود وسائل ترفية متنوعة,,5,pos_rating
2892106717,False,finalized,3,12/11/2020 11:15:58,helpful,1.0,4049,مرضي. . التنقل من الفندق الى الحرمين سيئ جدا السياره الصغيرة اكثر الاوقات لا تعمل فيصعب التنقل النزول من الفندق ويوجد موظف سىئ جدا في معاملته مع الزبائن ولا يوجد واي فاي كما هو مذكور في المواصفات الفندق ولا يوجد مواقف سيارات كما هو موضح ولكن المواقف للموظفين فقط,,3,neutral_ratings
2892106718,False,finalized,3,12/11/2020 11:15:58,helpful,1.0,157793,مقبول. . اختلاف ماهو مكتوب في البوكينق عن الحجز حيث مذكور في البوكينق ان الحجز مشمول بوجبتي طعام وعندما وصلت تفاجأت انه ليس هناك وجبات,,3,neutral_ratings
2892106719,False,finalized,3,12/11/2020 11:16:25,helpful,0.6574,49140,“موقع ممتاز”. موقع ممتاز. معاملة الأستقبال,,3,neutral_ratings
2892106720,False,finalized,3,12/11/2020 11:16:25,helpful,1.0,209456,جيد جداً. المكان قريب جدا من المترو والغرفة نظيفة ومريحة. فرد تنظيف الغرف فتح الغرفة بدون أذن على الرغم من وضع اشعار عدم الإزعاج.,,4,pos_rating
2892106721,False,finalized,3,12/11/2020 11:16:25,helpful,1.0,120700,مقبول. القرب من المطار + وجود سوبرماركت أسفل العمارة مباشرة.. تجهيزات الغرف متواضعة، مستوى النظافة عادي جداً، الأثاث متواضع.,,3,neutral_ratings
2892106722,False,finalized,3,12/11/2020 11:16:25,helpful,1.0,56482,استثنائي. هادي ومريح ونظيف جداً وطاقم العمل ممتاز اوصي بالفطور الصباحي ممتع. ﻻشي,,5,pos_rating
2892106723,False,finalized,3,12/11/2020 11:20:32,helpful,0.6574,193465,استثنائي. . للأسف ان الاكل لازم تيك اوي او لازم ننزل ناكل تحت..ماشي سيرفس للحجره,,5,pos_rating
2892106724,False,finalized,3,12/11/2020 11:20:32,helpful,1.0,35093,“فندق عادي جدا”. عندما وصلت لم تكن الغرفه جاهزه وكان هناك ازعاج من خارج الفندق وداخله. جز الغرف كئيب جدا,,2,neg_rating
2892106725,False,finalized,3,12/11/2020 11:20:32,helpful,0.6574,168228,“اخيس فندق بدبي”. . دخلت الفندق الساعه ثلاث الظهر وانا حجزت عن طريق البوكينج المفروض ادخل الفندق والاقي غرفتي جاهزه قالولي استنى واعطوني الغرفه ساعه ثمان العشاء خمس ساعات وانا استنى غرفه خدمتهم فاشله وغير كذا كانو يودوني من مكان لتاني ومشيت مسافات انا وحرمتي وحرمتي حامل,,1,neg_rating
2892106726,False,finalized,3,12/11/2020 11:20:32,helpful,1.0,39988,“متعة و ترفيه و رومانسية”. كل ما فيه جميل .... قيمة المطاعم الغاليه ...,,5,pos_rating
2892106727,False,finalized,3,12/11/2020 11:20:58,somewhat_helpful,0.3426,172606,“عيد ميلاد زوجي”. تعاون طاقم العمل. لايوجد,,5,pos_rating
2892106728,False,finalized,3,12/11/2020 11:20:58,helpful,1.0,161835,جيد. مساحة الغرف كبيره جداوتعتبر مثاليه ومريحه ومساحة الاسره ايضا ممتازهوالنظافه ممتازه.. لايوجد,,4,pos_rating
2892106729,False,finalized,3,12/11/2020 11:20:58,helpful,1.0,43880,“تراجع مستواه عن السابق”. قربه من الحرم النبوي وجود اسواق بداخله. معاملة العاملين بالفندق ليست جيده وعلى اﻻخص موظفي الامن وتفضيلهم اشخاص لدخول الموقف ومنع اﻻخرين من النزﻻء,,3,neutral_ratings
2892106730,False,finalized,3,12/11/2020 11:20:58,helpful,1.0,106925,“موقع مناسب”. القيمة مقابل المال. خدمة الغرف,,4,pos_rating
2892106731,False,finalized,3,12/11/2020 11:21:31,helpful,1.0,102015,ممتاز. نظافة الفندق وموقع الفندقالافطار جدا ممتاز. لا شي,,5,pos_rating
2892106732,False,finalized,3,12/11/2020 11:21:31,helpful,0.6574,82222,“اقامه رائعه وجيده”. كل شيء مؤمن. لا شيء,,5,pos_rating
2892106733,False,finalized,3,12/11/2020 11:21:31,helpful,1.0,207542,ممتاز. الفندق جمييييييييل جداً جداً الطاقم وصف الباركنات وأي فاي الغرف كبيره جميل الفندق. دفع رسوم ١٦٪ فوق المبلغ,,5,pos_rating
2892106734,False,finalized,3,12/11/2020 11:21:31,helpful,1.0,36084,“غير مقبول”. المكان هادئ وجميل. النظافه رديئهتخطيط الشاليهات سئلايوجد مكان للشواء,,3,neutral_ratings
2892106735,False,finalized,3,12/11/2020 11:22:17,not_helpful,0.3426,118431,ممتاز. ممتاز. ,,5,pos_rating
2892106736,False,finalized,3,12/11/2020 11:22:17,helpful,1.0,52839,“مناسب لرحلات العمل”. موقع الفندق مناسب - قريب من الريد سي مولخدمات الفندق جيدة من الفطور وخدمة الغرف وطاقم العمل ودود. ,,4,pos_rating
2892106737,False,finalized,3,12/11/2020 11:22:17,helpful,0.6574,90924,“ينقصه بعض التحسينات”. موقعة المواقف. ازعاج الشارع ليس لديه عازل للصوتالمصعد عطلان نوعا ما وبطيئالقنوات قليلة,,3,neutral_ratings
2892106738,False,finalized,3,12/11/2020 11:22:17,helpful,1.0,76713,“تجربة ستتكرر”. موقع استراتيجي ممتاز جداً، مستوى النظافة ممتاز، مساحة الشقق مناسبة جداً. فطور المطعم,,5,pos_rating
2892106739,False,finalized,3,12/11/2020 11:23:02,helpful,0.6574,42644,مرضي. موفقين و الى الامام. سبب عدم الراحة هو عدم تخصيص موقف لسيارة مع  الجناح التنفيذي,,3,neutral_ratings
2892106740,False,finalized,3,12/11/2020 11:23:02,helpful,1.0,69738,“أحسن مما توقعت”. جميع ما في الفندق  ممتاز .وخصوصا المسؤولين الذين قابلتهم وأخص مدير المطعم مع الأسف لا اذكر اسمه ولكن هو تركي الجنسيه.يوجد مكان جلوس خارج الفندق بجوار المسبح ممتاز .أنصح به خصوصا عند المساء وعند اعتدال الجو.. وجود بعض المدعوين  في المناسبات (الزواج ) أمام باب الفندق مع التدخين مما يسبب الحرج والمضايقه للآخرين .,,5,pos_rating
2892106741,False,finalized,3,12/11/2020 11:23:02,helpful,0.6574,41168,ضعيف جداً. . مجموعة العاملين ليس لديهم المهنية الكافيه للعمل الفندقي الراقي,,1,neg_rating
2892106742,False,finalized,3,12/11/2020 11:23:02,helpful,1.0,97554,“ليلة ممتعه وجميله 👍🏻”. كل الأمور كانت جيدة وعلى مستوى 👍🏻. لا يوجد,,5,pos_rating
2892106743,False,finalized,3,12/11/2020 11:24:04,helpful,0.6574,72428,جيد. . حضور طاقم لتوزيع اشياء خاصه بغسيل للملابس وقت الراحه والتأكد من الثلاجة مع العلم اني مفرغة من الاغراص,,4,pos_rating
2892106744,False,finalized,3,12/11/2020 11:24:04,helpful,0.6574,63936,“مكان الاقامة المفضل لدي”. كل شي اعجبني ودائماً افضل الاقامة عندهم. لاشي,,4,pos_rating
2892106745,False,finalized,3,12/11/2020 11:24:04,helpful,1.0,95123,“أدعو للمالك الجديد بالتوفيق وان يحافظ على زبائنه”. -استقبال بعض الطاقم.-طاقم المطعم .- وجود الاسواق بالمجمع وهذا الذي رغب الزبائن بالفندق. -السعر عالي جد.اً -كان فيه شي من التفاوت بالسعر لأن السويت اخذه من الفندق مباشره ٥٥٠ بالإفطار وعن طريق البوكينق ٤٦٧ ريال بس بدون إفطار والمفروض يكون شامل.-الأثاث قديم وله رائحه.-الواي فاي ضعيف.,,3,neutral_ratings
2892106746,False,finalized,3,12/11/2020 11:24:04,helpful,1.0,52441,“الفندق الأفضل”. الفندق مميز من ناحية الموقع والخدمه والنظافه والراحه  وهو من الفنادق المميزة لدي  بمدينة دبي. ,,5,pos_rating
2892106747,False,finalized,3,12/11/2020 11:30:40,helpful,1.0,33136,“مهوب شين”. قريب من الحرم لكن بالباص طبعا عشان النساء معاك . شارع الفندق مليان تكاسي .الاستقبال ممتاز جدا .. وجود صراصير صغيرة في الغرفة بشكل قليل . النافذة خطيرة للاطفال خصوصا كنا ساكنين في الدور العاشر . فانتبهو لعيالكم . مافي مناديل .,,3,neutral_ratings
2892106748,False,finalized,3,12/11/2020 11:30:40,helpful,1.0,139519,“جيد للعوائل اللي نومهم ثقيل.”. 1-النظافة.2-التكيف.3-الأنترنت سريع وكان مجاني خلال فترة إقامتي فيه.4-قربة من المحلات الخدمية مثل(سوبر ماركت_حلاق_مطاعم_مقهى شيشة_محل جوالات_غيرهم).5-معروف لدى سائقي التكاسي(مجرد أن تقول لهم:فندق إيواء شارع الخليج).6-عدم وجود نادي ليلي،و بار.. 1-بعيد عن محطة المترو.2-إزعاج الطائرات.3-السرير والمخدات غير مريحه.4-الأطلالة.5-عدم توفير غلاية ماء وقهوة وشاي في الغرفة.6-أفياش الكهرباء.,,3,neutral_ratings
2892106749,False,finalized,3,12/11/2020 11:30:40,helpful,1.0,36448,“تجربة لن تتكرر”. الموقع . وقرب المجمعات وسهوله الوصف لضيوف. النظافة سيئه . تأخير في الخدمات روائح كريهة بالغرف,,2,neg_rating
2892106750,False,finalized,3,12/11/2020 11:30:40,not_helpful,0.3426,159207,ضعيف. لاشي. ,,2,neg_rating
2892106751,False,finalized,3,12/11/2020 11:31:44,helpful,1.0,175237,“جيد”. نظيف. سرعة في الخدمة. الافطار جيد. مواقف فاشلة جدا. موقع الفندق سيء حفريات و زحمات,,3,neutral_ratings
2892106752,False,finalized,3,12/11/2020 11:31:44,helpful,0.6574,217402,جيد. كل شي. لا شيئ,,4,pos_rating
2892106753,False,finalized,3,12/11/2020 11:31:44,helpful,1.0,202419,“مكان رائع وهادي للإقامة”. اخلاق طاقم العمل رائعه وحسن تعاملهم رهيب واشكرهم علی ذلك .النظافه .غرف واسعه وكراسي نوم مريحه.ومواقف السيارات خاصه ومظلله .الهدوء والاسترخاء. الواي فاي متقطع نوعا ما ولكن ليس لحد ان يكون عيبا قادحا,,5,pos_rating
2892106754,False,finalized,3,12/11/2020 11:31:44,helpful,1.0,80882,جيد. الموقع والنظافة والخدمة. الاسرة صغيرة وغرف النوم صغيرة والديكور الداخلي دون المستوى,,4,pos_rating
2892106755,False,finalized,3,12/11/2020 11:33:54,helpful,1.0,180294,“تجربة جميلة”. . ١-لا توجد مساحة كافية للصلاة في الغرفة٢-خدمة الانترنت لم تتوفر رغم إبلاغي بتوفرها,,5,pos_rating
2892106756,False,finalized,3,12/11/2020 11:33:54,helpful,1.0,159242,“المدينه المنوره”. موظفين الاستقبال جدا متعاونين ومحترمين ولكن العامله عكس ذلك. العماله والمواقف الخاصه بالسيارات أسعار الأطعمة مبالغ فيها جدا,,4,pos_rating
2892106757,False,finalized,3,12/11/2020 11:33:54,helpful,1.0,106517,“يستحق الزياره”. النظافه والفخامه والاهتمام بادق التفاصيل. مبالغة في الاسعار,,5,pos_rating
2892106758,False,finalized,3,12/11/2020 11:33:54,helpful,1.0,112616,ممتاز. مهرجان الاطفال كان جدا جميل اول يوم العيد وثاني يوم العيد.. مواقف السيارات غير متوفره وسيىه جدا واتعبت المقيمين في الفندق المفروض كل غرفه لها موقف سياره والاجنحه موقفين الرجاء الاهتمام في الموضوع ووضعه في الاعتبار وشكرا,,5,pos_rating
2892106759,False,finalized,3,12/11/2020 11:34:36,helpful,1.0,189403,“فندق ممتااااااز”. كل شيء كان ممتاز - قرب الفندق من الحرم- الراحة - الاستقبال الطيب- بوفيه الافطار ممتاز ويشكرون عليه طاقم العمل - تسجيل الخروج سهل ومرن -وجود مركز تسوق اسفل الفندق ومطاعم وكافة الخدماتانصح بهذا الفندق للاقامة. لا شيء كل شي كان ممتاز ووفقنا بالاقامة,,5,pos_rating
2892106760,False,finalized,3,12/11/2020 11:34:36,helpful,0.6574,38367,“روعة المكان ومتعة الزمان للرواسي عنوان”. الهدوء والديكور جدا مميز. ,,5,pos_rating
2892106761,False,finalized,3,12/11/2020 11:34:36,helpful,0.6574,73372,“ممتاز بصراحه”. خدمة ممتازه ولم تكن متوقعه. ,,5,pos_rating
2892106762,False,finalized,3,12/11/2020 11:34:36,helpful,1.0,62870,مخيب للأمل. . السعر مرتفع جدآ بدون تقديم اى خدمات أو ترفيه,,2,neg_rating
2892106763,False,finalized,3,12/11/2020 11:35:09,helpful,0.6574,11403,رائع. كل شي. ال نت,,4,pos_rating
2892106764,False,finalized,3,12/11/2020 11:35:09,helpful,1.0,4397,“مكان هادئ وقريب من الحرم بسعر مناسب”. قرب المكان ونظافة الفندق. الحمامات تحتاج إلى صيانة,,4,pos_rating
2892106765,False,finalized,3,12/11/2020 11:35:09,helpful,1.0,158932,“مواقف السيارات برسوم”. الافطار جدا عادي السرير غير مريح. التنظيف بالطلب,,3,neutral_ratings
2892106766,False,finalized,3,12/11/2020 11:35:09,helpful,1.0,150058,ممتاز. تعامل موظف الاستقبال السعودي اسمه فهد كان شخص جدا راقي بشوش في تعامله معنا. وضع الأكل في المطعم,,5,pos_rating
2892106767,False,finalized,3,12/11/2020 11:35:54,unrelated,0.6644,80663,“والله كانت ممتازة”. شكراً. ,,5,pos_rating
2892106768,False,finalized,3,12/11/2020 11:35:54,helpful,1.0,61364,استثنائي. مريح والخدمه فيه ممتازه. ازعاج بعض السيارات لانه على شارع جميرا,,5,pos_rating
2892106769,False,finalized,3,12/11/2020 11:35:54,helpful,1.0,61596,“ممتاز”. أشكر السيد رضاء على أخلاقه وكرمه واحترامه وهو سبب رجوعي للسكن في هذا الفندق بشكل مستمر. ,,5,pos_rating
2892106770,False,finalized,3,12/11/2020 11:35:54,helpful,1.0,188353,“راحتي هنا”. كان كل شي جميل ورائع و ممتاز النظافة وطاقم العمل و الخدمات وسوف يكون فندقي المفضل في دبي. لا يوجد,,5,pos_rating
2892106771,False,finalized,3,12/11/2020 11:36:29,helpful,0.6574,91462,جيد جداً. سعة الشقةالواي فاي ممتازالمواقف جيدة. رائحة المطبخ  كريهة,,4,pos_rating
2892106772,False,finalized,3,12/11/2020 11:36:29,helpful,0.6574,207653,رائع. سرعة الاجابة و النظافة. ,,4,pos_rating
2892106773,False,finalized,3,12/11/2020 11:36:29,helpful,1.0,57522,جيد جداً. الموقع والاطلاله والنظافه والهدؤ. الافطار جدا جدا سئ . لا انصح بالحجز مع وجبة الافطار,,4,pos_rating
2892106774,False,finalized,3,12/11/2020 11:36:29,helpful,1.0,55839,“ممتاز”. الفندق ممتاز من موقع وراحه وطاقم. ﻻشئ,,4,pos_rating
2892106775,False,finalized,3,12/11/2020 11:37:05,helpful,0.6574,89876,“ممتعه جدا”. الهدوء والنظافة. المرتبة السرير المزدوج ممنفصلة والسرير متحرك وهذا قد سبب لي المتاعب أثناء النوم,,4,pos_rating
2892106776,False,finalized,3,12/11/2020 11:37:05,helpful,1.0,41112,ممتاز. . الهدوء الذي يخيم على موقع الفندق مما انعكس على نفسي الزائر,,5,pos_rating
2892106777,False,finalized,3,12/11/2020 11:37:05,helpful,1.0,161337,“فندق يترك لديك انطباع جيد ويمكن ان تعود اليه مرة اخري”. الفندق جيد والعاملين فيه ودودين ومتعاونين وسوف اوعود اليه مره اخرى. موقعه نسبيا غير واضح,,3,neutral_ratings
2892106778,False,finalized,3,12/11/2020 11:37:05,helpful,1.0,66992,جيد جداً. اعجبني الموقع وسرعه الاجراء وقت الدخول وكذلك وقت الخروج. السعر عالي جداً لايوجد مطعم وجبات سريعه يعطى المقيم فقط حبتين لبتون كهديه اول ماتسكن فالاولى اما ان تكون الشاي مجاناً في الغرفه وزياده اليبتون او لانحتاج حبتين في الغرفه وكذلك نامل توفير فرشاة اسنان بالغرف وزياده بعض القناوات التلفزيونيه حيث بعض القنوات غير متوفره,,4,pos_rating
2892106779,False,finalized,3,12/11/2020 11:37:40,helpful,0.6574,2099,“مكان جميل”. كل شيئ. لا شيئ,,4,pos_rating
2892106780,False,finalized,3,12/11/2020 11:37:40,helpful,1.0,102421,“بداية زواجي”. اعجبني عزل الغروف والهدوء وتصميم الغرفه والتكيف. لا شي,,4,pos_rating
2892106781,False,finalized,3,12/11/2020 11:37:40,helpful,1.0,56415,ممتاز. موقع الفندق بالقرب من مول الإمارات .. وحسن الإستقبال وطاقم الفندق ودودين وكذلك فخامة الفندق والأفطار ممتاز ومتنوع ... ولاأنسى استقبال الفندق لي في الساعه ٨ صباحا حيث أن تسجيل الدخول في الساعه الثالثه عصرا وهذا موقف يحسب لأدارة الفندق .. لا يوجد سلبيات,,5,pos_rating
2892106782,False,finalized,3,12/11/2020 11:37:40,not_helpful,0.3426,146818,جيد. مميز والسعر معقول جدا. لا يوجد,,4,pos_rating
2892106783,False,finalized,3,12/11/2020 11:39:16,helpful,1.0,78408,“فندق الرفاهية”. كل شي جميل بما فيهم موضفين الاستقبال قمه فالروعه و الاخلاق. لا شي,,5,pos_rating
2892106784,False,finalized,3,12/11/2020 11:39:16,helpful,1.0,148649,استثنائي. گل شي مممتاز. الضضضجيج ف وقت النوم,,5,pos_rating
2892106785,False,finalized,3,12/11/2020 11:39:16,helpful,0.6574,35897,“لا يوجد شي يستحق التقييم”. موقع على البحر. اسوء مكان سكنت فيه,,1,neg_rating
2892106786,False,finalized,3,12/11/2020 11:39:16,helpful,0.6574,187333,“اجمل رحلة”. الفندق من اجمل الفنادق التي زرتها. ,,5,pos_rating
2892106787,False,finalized,3,12/11/2020 11:39:41,helpful,0.6574,218915,“الفندق مرررريح”. . الهدوء,,4,pos_rating
2892106788,False,finalized,3,12/11/2020 11:39:41,helpful,1.0,162448,استثنائي. طراز المسافر فردين في غرفة طاقم العمل والنظافة كل شيء جميل ورائع. ,,5,pos_rating
2892106789,False,finalized,3,12/11/2020 11:39:41,helpful,1.0,7099,جيد. قربه من الحرم. النت ضعيف جداالنظافه بعد عده اتصالات تم التجاوب ولكنه ليس النظافه التامةالافطار غير متنوع,,4,pos_rating
2892106790,False,finalized,3,12/11/2020 11:39:41,helpful,1.0,155216,مقبول. الفندق جيد. -تعامل الموظفين غير مرضي طلبت منهم يمنحوني ساعه أو نص ساعه لا أودي صلاة الظهر وأخرج قالوا وقت الخروج الساعه 12 اذا تأخرت سوف بنحسب التاخير-وبالنسبه سعر التأمين مرتفع جدآ ولم خرجت قالوا بيرجعوا  التأمين فالحساب بعد 14 يوم ولين الحين كملت شهر ولا رجعوا التأ,,3,neutral_ratings
2892106791,False,finalized,3,12/11/2020 11:40:06,helpful,0.6574,75141,استثنائي. روعة في كل شي. ,,5,pos_rating
2892106792,False,finalized,3,12/11/2020 11:40:06,helpful,0.6574,94804,“الركن الهادئ”. أسعاره مناسبه جدااااا. لاشي,,4,pos_rating
2892106793,False,finalized,3,12/11/2020 11:40:06,helpful,1.0,58455,“دار الزين”. الإفطار كان لذيذا. بعض الضجيج الصادر من الشارع العام من السيارات,,4,pos_rating
2892106794,False,finalized,3,12/11/2020 11:40:06,helpful,0.6574,64443,جيد. . غلاء السعر,,4,pos_rating
2892106795,False,finalized,3,12/11/2020 11:41:10,helpful,0.6574,97071,مقبول. . لا أنصح بالسكن فيه مره أخرى,,3,neutral_ratings
2892106796,False,finalized,3,12/11/2020 11:41:10,helpful,1.0,70943,“الامان فيه  جميل جدا”. اسعار المطعم والكوفي شوب مبالغ فيه جداويجبرك ع دفع مبلع  كبير  ولو فقط كوب كفييعني يرفضون الدفع بالمنيو. اسعار المطعم والكوفي شوب مبالغ فيه جداويجبرك ع دفع مبلع  كبير  ولو فقط كوب كفييعني يرفضون الدفع بالمنيو,,4,pos_rating
2892106797,False,finalized,3,12/11/2020 11:41:10,not_helpful,0.3426,8420,“😍A😍”. السوق التجاري وكل الخدمات متوفرة. ,,4,pos_rating
2892106798,False,finalized,3,12/11/2020 11:41:10,helpful,1.0,47594,“Mansour”. النظااااافه وطاقم العمل بشكل عام جدا لبق. الازعاج تسمع صوت مياه الحمام الذي اعلى العرفه وتسمع صوت الشارع واضح ان العزل سيء بالمبنى,,4,pos_rating
2892106799,False,finalized,3,12/11/2020 11:42:04,helpful,0.6782,8176,“جيد و لابد من وجود قنوات بي أن سبورت الرياضية”. الهدوء و الراحة و الخصوصية و المعامله الجيدة. عندما احجز اون لاين بسعر ادفع أكثر من السعر المسبق للحجز بزيادة تفوق ال 100 درهم و أكثر .,,3,neutral_ratings
2892106800,False,finalized,3,12/11/2020 11:42:04,helpful,1.0,178424,“ملاحظه أتمنى تفاديها”. الموقعالتسوق بالفندق. خدمات الغرفة تاخر في الرد على الاتصال أسعار لموزين الفندق لمطار جدة مبالغ فيها ٥٠٠ ريال,,4,pos_rating
2892106801,False,finalized,3,12/11/2020 11:42:04,helpful,1.0,147831,“مجهود يشكر عليه”. نظافه المكان والاسره استقبال ممتاز اللوبي التابع للفندق اكثر من رائع اسعار الفندق ممتازه مقابل الخدمه المقدمه. لايوجد,,5,pos_rating
2892106802,False,finalized,3,12/11/2020 11:42:04,helpful,0.6574,593,استثنائي. الحقيقة كل شي ممتاز وإن عدة سأيكن فيه إن شاء الله. ,,5,pos_rating
2892106803,False,finalized,3,12/11/2020 11:42:41,helpful,1.0,164121,“مريحه و مرفهه”. النظافه و المساحه في الشقق كبيره. لا يوجد,,5,pos_rating
2892106804,False,finalized,3,12/11/2020 11:42:41,helpful,1.0,97117,“جميل”. النظافه - القرب من محطة المترو - قرب الخدمات (مغسلة، سوبرماركت، مطعم كاسبين ايراني )، الافطار جميل نوعاً ما وليس مميز. التأخر في التشيك ان,,4,pos_rating
2892106805,False,finalized,3,12/11/2020 11:42:41,helpful,1.0,31906,“لا أنصح به للعوائل”. تعامل موظفي الاستقبال محترم وخاصة الموظف يماني الجنسية. الغرف غير نظيفة ...ظهور رائحة كريهة في السرير ...المطعم لم يكن نظيفاً وقت الفطور حتى أنني نظفت بنفسي طاولة لكي أجلس عليها لأنني لم أجد أي موظف في المطعم ...الكهرباء انقطعت عن العمل لمدة ٣ ساعات ...لايوجد مواقف كافية للفندق ...موقع الفندق غير مناسب ...,,2,neg_rating
2892106806,False,finalized,3,12/11/2020 11:42:41,helpful,1.0,168716,“جدا رائعه!”. كل شي مرتب ونظيف وتعامل الموظفون ..وشكر خاص للاخ مشعل على مساعدته ..سعد الاهلاوي الملكي ... لا يوجد,,5,pos_rating
2892106807,False,finalized,3,12/11/2020 11:43:07,helpful,0.6574,117919,“رحله شباب”. الموقع استراتيجي بقربه من المترو وجميع الخدمات. ,,4,pos_rating
2892106808,False,finalized,3,12/11/2020 11:43:07,helpful,1.0,112022,استثنائي. السرير جدا مريح وطاقم الاستقبال متفهم ومتعاونين وبالذات الاستاذ طارق والاستاذ كمال احمد والنت سريع جدا وخدماتهم ممتازة جدا. ,,5,pos_rating
2892106809,False,finalized,3,12/11/2020 11:43:07,helpful,1.0,59726,مقبول. . عند الوصول لم تكن الغرفة جاهزه و تاخرنا ساعتان,,3,neutral_ratings
2892106810,False,finalized,3,12/11/2020 11:43:07,helpful,0.6574,61692,“لا انصح بالنزول في روتانا بيج”. لا شي. عدم تعاون الفندق بتاتاًنزلت الفندق ثلاث ليالٍ وأم احتساب اربع ليالٍ,,2,neg_rating
